0; 2
1; 2
2; 0
3; 3
4; 5
5; 4
6; 3
7; 4
8; 4
9; 6
10; 5
11; 4
12; 8
13; 4
14; 3
15; 4
16; 3
17; 4
18; 6
19; 7
20; 5
21; 8
22; 5
23; 6
24; 4
25; 11
26; 6
27; 5
28; 8
29; 12
30; 8
31; 10
32; 7
33; 14
34; 13
35; 9
36; 5
37; 13
38; 5
39; 9
40; 10
41; 10
42; 11
43; 14
44; 13
45; 16
46; 10
47; 11
48; 8
49; 18
50; 10
51; 10
52; 16
53; 9
54; 15
55; 22
56; 7
57; 17
58; 17
59; 13
60; 16
61; 16
62; 26
63; 16
64; 13
65; 12
66; 12
67; 14
68; 11
69; 12
70; 14
71; 11
72; 15
73; 17
74; 10
75; 15
76; 14
77; 10
78; 8
79; 13
80; 7
81; 8
82; 10
83; 4
84; 5
85; 10
86; 8
87; 7
88; 3
89; 5
90; 3
91; 3
92; 1
93; 1
94; 7
95; 2
96; 3
97; 4
98; 4
99; 3
100; 0
101; 1
102; 2
103; 5
104; 5
105; 4
106; 2
107; 2
108; 1
109; 0
110; 2
111; 4
112; 1
113; 1
114; 1
115; 1
116; 2
117; 2
118; 0
119; 2
120; 1
121; 4
122; 4
123; 1
124; 3
125; 5
126; 1
127; 2
128; 4
129; 2
130; 2
131; 5
132; 2
133; 3
134; 8
135; 7
136; 6
137; 5
138; 5
139; 4
140; 3
141; 6
142; 7
143; 4
144; 9
145; 7
146; 6
147; 7
148; 5
149; 5
150; 6
151; 4
152; 12
153; 5
154; 6
155; 4
156; 9
157; 7
158; 9
159; 4
160; 3
161; 8
162; 5
163; 8
164; 12
165; 3
166; 2
167; 9
168; 12
169; 9
170; 9
171; 9
172; 4
173; 4
174; 7
175; 9
176; 9
177; 8
178; 5
179; 8
180; 8
181; 6
182; 9
183; 15
184; 5
185; 8
186; 4
187; 7
188; 5
189; 10
190; 3
191; 6
192; 3
193; 5
194; 5
195; 4
196; 5
197; 3
198; 2
199; 4
200; 4
201; 2
202; 3
203; 1
204; 0
205; 1
206; 4
207; 5
208; 2
209; 2
210; 2
211; 6
212; 3
213; 4
214; 1
215; 2
216; 1
217; 2
218; 2
219; 3
220; 2
221; 3
222; 1
223; 2
224; 2
225; 4
226; 5
227; 3
228; 0
229; 2
230; 1
231; 2
232; 2
233; 0
234; 3
235; 2
236; 0
237; 4
238; 2
239; 2
240; 1
241; 1
242; 6
243; 3
244; 3
245; 1
246; 1
247; 2
248; 0
249; 2
250; 2
251; 1
252; 3
253; 3
254; 5
255; 2
256; 2
257; 4
258; 3
259; 1
260; 3
261; 3
262; 1
263; 0
264; 2
265; 6
266; 1
267; 4
268; 5
269; 9
270; 4
271; 1
272; 4
273; 2
274; 6
275; 8
276; 6
277; 3
278; 8
279; 3
280; 6
281; 5
282; 10
283; 9
284; 5
285; 9
286; 7
287; 10
288; 15
289; 6
290; 6
291; 5
292; 9
293; 13
294; 7
295; 6
296; 5
297; 7
298; 13
299; 9
300; 12
301; 8
302; 10
303; 7
304; 9
305; 15
306; 9
307; 2
308; 4
309; 5
310; 6
311; 8
312; 15
313; 9
314; 12
315; 8
316; 9
317; 8
318; 6
319; 9
320; 8
321; 8
322; 9
323; 6
324; 5
325; 5
326; 7
327; 10
328; 7
329; 5
330; 8
331; 11
332; 6
333; 8
334; 6
335; 5
336; 6
337; 5
338; 6
339; 2
340; 5
341; 3
342; 2
343; 1
344; 3
345; 3
346; 2
347; 1
348; 2
349; 1
350; 2
351; 1
352; 1
353; 1
354; 1
355; 1
356; 1
357; 3
358; 3
359; 1
360; 2
361; 0
362; 1
363; 1
364; 2
365; 1
366; 4
367; 1
368; 9
369; 3
370; 5
371; 9
372; 7
373; 4
374; 8
375; 4
376; 9
377; 7
378; 13
379; 12
380; 20
381; 9
382; 16
383; 11
384; 10
385; 13
386; 20
387; 5
388; 16
389; 15
390; 22
391; 10
392; 17
393; 18
394; 13
395; 14
396; 21
397; 11
398; 16
399; 20
400; 18
401; 21
402; 14
403; 17
404; 15
405; 12
406; 15
407; 12
408; 14
409; 15
410; 20
411; 18
412; 28
413; 15
414; 21
415; 18
416; 24
417; 18
418; 24
419; 18
420; 24
421; 17
422; 26
423; 20
424; 25
425; 27
426; 33
427; 28
428; 19
429; 25
430; 26
431; 26
432; 22
433; 18
434; 29
435; 25
436; 21
437; 21
